,f_start,f_end
0,1053.9293575286865,1053.9293575286865
1,1053.9293575286865,1053.9293575286865
2,1053.9293575286865,1053.9293575286865
3,1053.9293575286865,1053.9293575286865
4,1053.9293575286865,1053.9293575286865
5,1053.9293575286865,1053.9293575286865
6,1053.9293575286865,1053.9293575286865
7,1053.9293575286865,1053.9293575286865
8,1053.9293575286865,1053.9293575286865
9,1053.9293575286865,1053.9293575286865
10,1053.9293575286865,1053.9293575286865
11,1053.9293575286865,1053.9293575286865
12,1053.9293575286865,1053.9293575286865
13,1053.9293575286865,1053.9293575286865
14,1053.9293575286865,1053.9293575286865
15,1053.9293575286865,1053.9293575286865
16,1053.9293575286865,1053.9293575286865
17,1053.9293575286865,1053.9293575286865
18,1053.9293575286865,1053.9293575286865
19,1053.9293575286865,1053.9293575286865
20,1053.9293575286865,1053.9293575286865
21,1053.9293575286865,1053.9293575286865
22,1053.9293575286865,1053.9293575286865
23,1053.9293575286865,1053.9293575286865
24,1053.9293575286865,1053.9293575286865
25,1053.9293575286865,1053.9293575286865
26,1053.9293575286865,1053.9293575286865
27,1053.9293575286865,1053.9293575286865
28,1053.9293575286865,1053.9293575286865
29,1053.9293575286865,1053.9293575286865
30,1053.9293575286865,1053.9293575286865
31,1053.9293575286865,1053.9293575286865
32,1053.9293575286865,1053.9293575286865
33,1053.9293575286865,1053.9293575286865
34,1053.9293575286865,1053.9293575286865
35,1053.9293575286865,1053.9293575286865
36,1053.9293575286865,1053.9293575286865
37,1053.9293575286865,1053.9293575286865
38,1053.9293575286865,1053.9293575286865
39,1053.9293575286865,1053.9293575286865
40,1053.9293575286865,1053.9293575286865
41,1053.9293575286865,1053.9293575286865
42,1053.9293575286865,1053.9293575286865
43,1053.9293575286865,1053.9293575286865
44,1053.9293575286865,1053.9293575286865
45,1053.9293575286865,1053.9293575286865
46,1053.9293575286865,1053.9293575286865
47,1053.9293575286865,1053.9293575286865
48,1053.9293575286865,1053.9293575286865
49,1053.9293575286865,1053.9293575286865
50,1053.9293575286865,1053.9293575286865
51,1053.9293575286865,1053.9293575286865
52,1053.9293575286865,1053.9293575286865
53,1053.9293575286865,1053.9293575286865
54,1053.9293575286865,1053.9293575286865
55,1053.9293575286865,1053.9293575286865
56,1053.9293575286865,1053.9293575286865
57,1053.9293575286865,1053.9293575286865
58,1053.9293575286865,1053.9293575286865
59,1053.9293575286865,1053.9293575286865
60,1053.9293575286865,1053.9293575286865
61,1053.9293575286865,1053.9293575286865
62,1053.9293575286865,1053.9293575286865
63,1053.9293575286865,1053.9293575286865
64,1053.9293575286865,1053.9293575286865
65,1053.9293575286865,1053.9293575286865
66,1053.9293575286865,1053.9293575286865
67,1053.9293575286865,1053.9293575286865
68,1053.9293575286865,1053.9293575286865
69,1053.9293575286865,1053.9293575286865
70,1053.9293575286865,1053.9293575286865
71,1053.9293575286865,1053.9293575286865
72,1053.9293575286865,1053.9293575286865
73,1053.9293575286865,1053.9293575286865
74,1053.9293575286865,1053.9293575286865
75,1053.9293575286865,1053.9293575286865
76,1053.9293575286865,1053.9293575286865
77,1053.9293575286865,1053.9293575286865
78,1053.9293575286865,1053.9293575286865
79,1053.9293575286865,1053.9293575286865
80,1053.9293575286865,1053.9293575286865
81,1053.9293575286865,1053.9293575286865
82,1053.9293575286865,1053.9293575286865
83,1053.9293575286865,1053.9293575286865
84,1053.9293575286865,1053.9293575286865
85,1053.9293575286865,1053.9293575286865
86,1053.9293575286865,1053.9293575286865
87,1053.9293575286865,1053.9293575286865
88,1053.9293575286865,1053.9293575286865
89,1053.9293575286865,1053.9293575286865
90,1053.9293575286865,1053.9293575286865
91,1053.9293575286865,1053.9293575286865
92,1053.9293575286865,1053.9293575286865
93,1053.9293575286865,1053.9293575286865
94,1053.9293575286865,1053.9293575286865
95,1053.9293575286865,1053.9293575286865
96,1053.9293575286865,1053.9293575286865
97,1053.9293575286865,1053.9293575286865
98,1053.9293575286865,1053.9293575286865
99,1053.9293575286865,1053.9293575286865
100,1053.9293575286865,1053.9293575286865
101,1053.9293575286865,1053.9293575286865
102,1053.9293575286865,1053.9293575286865
103,1053.9293575286865,1053.9293575286865
104,1053.9293575286865,1053.9293575286865
105,1053.9293575286865,1053.9293575286865
106,1053.9293575286865,1053.9293575286865
107,1053.9293575286865,1053.9293575286865
108,1053.9293575286865,1053.9293575286865
109,1053.9293575286865,1053.9293575286865
110,1053.9293575286865,1053.9293575286865
111,1053.9293575286865,1053.9293575286865
112,1053.9293575286865,1053.9293575286865
113,1053.9293575286865,1053.9293575286865
114,1053.9293575286865,1053.9293575286865
115,1053.9293575286865,1053.9293575286865
116,1053.9293575286865,1053.9293575286865
117,1053.9293575286865,1053.9293575286865
118,1053.9293575286865,1053.9293575286865
119,1053.9293575286865,1053.9293575286865
120,1053.9293575286865,1053.9293575286865
121,1053.9293575286865,1053.9293575286865
122,1053.9293575286865,1053.9293575286865
123,1053.9293575286865,1053.9293575286865
124,1053.9293575286865,1053.9293575286865
125,1053.9293575286865,1053.9293575286865
126,1053.9293575286865,1053.9293575286865
127,1053.9293575286865,1053.9293575286865
128,1053.9293575286865,1053.9293575286865
129,1053.9293575286865,1053.9293575286865
130,1053.9293575286865,1053.9293575286865
131,1053.9293575286865,1053.9293575286865
132,1053.9293575286865,1053.9293575286865
133,1053.9293575286865,1053.9293575286865
134,1053.9293575286865,1053.9293575286865
135,1053.9293575286865,1053.9293575286865
136,1053.9293575286865,1053.9293575286865
137,1053.9293575286865,1053.9293575286865
138,1053.9293575286865,1053.9293575286865
139,1053.9293575286865,1053.9293575286865
140,1053.9293575286865,1053.9293575286865
141,1053.9293575286865,1053.9293575286865
142,1053.9293575286865,1053.9293575286865
143,1053.9293575286865,1053.9293575286865
144,1053.9293575286865,1053.9293575286865
