,start_freq,end_freq,fit,SNR
0,1093.937873840332,1093.9385890960693,0.876994788646698,1.7068442106246948
1,1244.4305419921875,1244.4312572479248,0.9215227961540222,2.1429495811462402
2,1227.6005744934082,1227.6012897491455,0.8615013957023621,1.8614202737808228
3,1208.561897277832,1208.5626125335693,0.9128122925758362,1.9452892541885376
4,1207.2179317474365,1207.2186470031738,0.8140689730644226,2.1707053184509277
5,1305.7794570922852,1305.7801723480225,0.8860653042793274,1.9067500829696655
6,1305.7537078857422,1305.7544231414795,0.9228659272193909,1.9155898094177246
7,1305.701494216919,1305.7022094726562,0.9367570877075195,1.9157992601394653
8,1305.7007789611816,1305.701494216919,0.8092098236083984,1.8885211944580078
9,1305.7000637054443,1305.7007789611816,0.893959105014801,1.954831600189209
10,1305.694341659546,1305.6950569152832,0.8448867201805115,1.9105355739593506
11,1305.6929111480713,1305.6936264038086,0.8544543385505676,1.8150238990783691
12,1305.682897567749,1305.6836128234863,0.7949257493019104,1.9067368507385254
13,1305.6814670562744,1305.6821823120117,0.8173697590827942,1.7996394634246826
14,1305.6764602661133,1305.6771755218506,0.9621995091438293,1.8281540870666504
15,1305.6693077087402,1305.6700229644775,0.8071269989013672,1.7691830396652222
16,1305.6607246398926,1305.6614398956299,0.9653651118278503,1.7123210430145264
17,1305.5534362792969,1305.5541515350342,0.95940762758255,1.9673528671264648
18,1305.3667545318604,1305.3674697875977,0.7375218272209167,1.8240447044372559
19,1305.366039276123,1305.3667545318604,0.9632406830787659,1.7421730756759644
20,1305.3596019744873,1305.3603172302246,0.973750114440918,1.8516967296600342
21,1305.3467273712158,1305.3474426269531,0.859799861907959,1.74466073513031
22,1305.3438663482666,1305.344581604004,0.9531686305999756,1.7884269952774048
23,1305.335283279419,1305.3359985351562,0.9605209231376648,1.7501740455627441
24,1305.3245544433594,1305.3252696990967,0.9612400531768799,1.7226905822753906
25,1305.309534072876,1305.3102493286133,0.9616310000419617,1.9163957834243774
26,1305.3052425384521,1305.3059577941895,0.7730287909507751,2.016890287399292
27,1305.290937423706,1305.2916526794434,0.9180343747138977,2.085340976715088
28,1305.274486541748,1305.2752017974854,0.959719181060791,1.767289400100708
29,1305.2716255187988,1305.2723407745361,0.864983081817627,1.9115692377090454
30,1305.265188217163,1305.2659034729004,0.7378840446472168,2.0562222003936768
31,1305.2494525909424,1305.2501678466797,0.7594248652458191,2.1425864696502686
32,1303.1508922576904,1303.1516075134277,0.7463963627815247,1.7797526121139526
33,1302.9499053955078,1302.9506206512451,0.7593323588371277,2.249216079711914
34,1302.5836944580078,1302.5844097137451,0.7442266941070557,2.5754504203796387
35,1308.422327041626,1308.4230422973633,0.804287850856781,1.7182422876358032
36,1308.220624923706,1308.2213401794434,0.7467252612113953,2.854750156402588
37,1307.7421188354492,1307.7428340911865,0.7527993321418762,7.134989261627197
38,1307.741403579712,1307.7421188354492,0.7031583786010742,10.79963207244873
39,1307.7392578125,1307.7399730682373,0.7338235974311829,13.184441566467285
40,1307.680606842041,1307.6813220977783,0.8721105456352234,10.6406831741333
41,1307.3616027832031,1307.3623180389404,0.9117352366447449,4.239865303039551
42,1307.121992111206,1307.1227073669434,0.7541205883026123,4.4264044761657715
43,1307.1198463439941,1307.1205615997314,0.843451976776123,3.874725341796875
44,1307.0590496063232,1307.0597648620605,0.8211925625801086,3.2970871925354004
45,1306.9839477539062,1306.9846630096436,0.8828585743904114,3.172013282775879
46,1306.964635848999,1306.9653511047363,0.778998613357544,2.743328809738159
47,1306.9210052490234,1306.9217205047607,0.7243008613586426,2.5422487258911133
48,1306.8737983703613,1306.8745136260986,0.7079234719276428,2.375054121017456
49,1306.847333908081,1306.8480491638184,0.8140742778778076,1.8519867658615112
50,1306.800127029419,1306.8008422851562,0.7144210934638977,2.284090042114258
51,1306.7951202392578,1306.7958354949951,0.7204503417015076,2.6154897212982178
52,1306.7772388458252,1306.7779541015625,0.8737303614616394,1.8013312816619873
53,1306.7750930786133,1306.7758083343506,0.7454667091369629,1.984162449836731
54,1306.767225265503,1306.7679405212402,0.7543025612831116,2.0287411212921143
55,1306.7665100097656,1306.767225265503,0.707263708114624,1.873766303062439
56,1306.7128658294678,1306.713581085205,0.9239861965179443,1.8376927375793457
