,start_freq,end_freq,fit,SNR
0,1242.8555488586426,1242.8562641143799,0.8246440887451172,2.00896954536438
1,1242.5758838653564,1242.5765991210938,0.8334453701972961,1.9460313320159912
2,1292.5429344177246,1292.543649673462,0.7864453792572021,1.757324457168579
3,1290.5008792877197,1290.501594543457,0.8543344140052795,2.029470682144165
4,1290.4994487762451,1290.5001640319824,0.8302150368690491,1.9436179399490356
5,1290.487289428711,1290.4880046844482,0.7737042903900146,1.9121239185333252
6,1290.485143661499,1290.4858589172363,0.8786931037902832,1.9730576276779175
7,1290.4808521270752,1290.4815673828125,0.8005496859550476,1.991112470626831
8,1290.4794216156006,1290.480136871338,0.8053643107414246,1.88448166847229
9,1290.4622554779053,1290.4629707336426,0.825752317905426,1.9651093482971191
10,1290.4322147369385,1290.4329299926758,0.7867123484611511,1.8990685939788818
11,1290.4143333435059,1290.4150485992432,0.8515291810035706,2.0177125930786133
12,1290.4114723205566,1290.412187576294,0.7218350768089294,1.9588137865066528
13,1290.4093265533447,1290.410041809082,0.8514384627342224,1.8447870016098022
14,1290.4071807861328,1290.4078960418701,0.8465686440467834,1.8671761751174927
15,1290.3950214385986,1290.395736694336,0.785994827747345,1.9411569833755493
16,1290.3807163238525,1290.3814315795898,0.8120077252388,1.9592119455337524
17,1290.3778553009033,1290.3785705566406,0.8465220332145691,1.846825122833252
18,1290.377140045166,1290.3778553009033,0.7799168229103088,1.90847909450531
19,1290.3578281402588,1290.358543395996,0.7848761677742004,1.8969907760620117
20,1290.3571128845215,1290.3578281402588,0.7041026949882507,1.8381685018539429
21,1290.3406620025635,1290.3413772583008,0.7545488476753235,1.811006784439087
22,1290.3356552124023,1290.3363704681396,0.7818453907966614,1.8891290426254272
23,1290.329933166504,1290.3306484222412,0.788288414478302,1.7811167240142822
24,1290.3234958648682,1290.3242111206055,0.7657067775726318,1.8951716423034668
25,1290.3063297271729,1290.3070449829102,0.8636640906333923,1.841219425201416
26,1289.8070812225342,1289.8077964782715,0.7483251094818115,1.816663384437561
27,1289.7605895996094,1289.7613048553467,0.7831276059150696,1.8315991163253784
28,1289.5424365997314,1289.5431518554688,0.7453071475028992,1.830360770225525
29,1289.287805557251,1289.2885208129883,0.8193042278289795,1.9745372533798218
30,1289.2756462097168,1289.276361465454,0.7281721234321594,1.8865227699279785
31,1289.2570495605469,1289.2577648162842,0.8472190499305725,1.9451478719711304
32,1289.1290187835693,1289.1297340393066,0.7102329134941101,1.7925915718078613
33,1288.9881134033203,1288.9888286590576,0.798595130443573,1.8657244443893433
34,1288.844347000122,1288.8450622558594,0.7263604998588562,1.776419997215271
