,start_freq,end_freq,probability,index
0,1080.0933837890625,1080.1048278808594,0.556,114.0
1,1077.9762268066406,1077.9876708984375,0.706,1224.0
2,1077.9304504394531,1077.94189453125,0.643,1248.0
3,1077.0034790039062,1077.0149230957031,0.694,1734.0
4,1076.568603515625,1076.5800476074219,0.589,1962.0
5,1068.1114196777344,1068.1228637695312,0.913,6396.0
6,1064.1059875488281,1064.117431640625,0.621,8496.0
7,1064.0716552734375,1064.0830993652344,0.776,8514.0
8,1060.8673095703125,1060.8787536621094,0.517,10194.0
9,1059.8487854003906,1059.8602294921875,0.631,10728.0
10,1057.9948425292969,1058.0062866210938,0.879,11700.0
11,1051.1856079101562,1051.1970520019531,0.53,15270.0
12,1050.3158569335938,1050.3273010253906,0.62,15726.0
13,1049.7322082519531,1049.74365234375,0.574,16032.0
14,1049.0798950195312,1049.0913391113281,0.685,16374.0
15,1048.919677734375,1048.9311218261719,0.808,16458.0
16,1039.48974609375,1039.5011901855469,0.598,21402.0
17,1125.9613037109375,1125.9727478027344,0.641,5634.0
18,1125.9269714355469,1125.9384155273438,0.576,5652.0
19,1124.0386962890625,1124.0501403808594,0.58,6642.0
20,1120.2163696289062,1120.2278137207031,0.57,8646.0
21,1119.9874877929688,1119.9989318847656,0.706,8766.0
22,1116.39404296875,1116.4054870605469,0.644,10650.0
23,1106.9183349609375,1106.9297790527344,0.506,15618.0
24,1106.597900390625,1106.6093444824219,0.582,15786.0
25,1105.1101684570312,1105.1216125488281,0.508,16566.0
26,1103.5995483398438,1103.6109924316406,0.508,17358.0
27,1099.1249084472656,1099.1363525390625,0.61,19704.0
28,1095.8747863769531,1095.88623046875,0.567,21408.0
29,1095.794677734375,1095.8061218261719,0.528,21450.0
30,1095.4513549804688,1095.4627990722656,0.78,21630.0
31,1094.146728515625,1094.1581726074219,0.685,22314.0
32,1093.4715270996094,1093.4829711914062,0.77,22668.0
33,1093.4371948242188,1093.4486389160156,0.649,22686.0
34,1092.6704406738281,1092.681884765625,0.726,23088.0
35,1091.4688110351562,1091.4802551269531,0.61,23718.0
36,1091.4344787597656,1091.4459228515625,0.671,23736.0
37,1091.3658142089844,1091.3772583007812,0.528,23772.0
38,1091.3543701171875,1091.3658142089844,0.536,23778.0
39,1091.3429260253906,1091.3543701171875,0.659,23784.0
40,1089.9810791015625,1089.9925231933594,0.588,24498.0
41,1089.0998840332031,1089.111328125,0.614,24960.0
42,1088.2759094238281,1088.287353515625,0.765,25392.0
43,1088.1843566894531,1088.19580078125,0.576,25440.0
44,1088.1271362304688,1088.1385803222656,0.774,25470.0
45,1088.1156921386719,1088.1271362304688,0.528,25476.0
46,1088.0584716796875,1088.0699157714844,0.661,25506.0
47,1088.0470275878906,1088.0584716796875,0.628,25512.0
48,1088.0355834960938,1088.0470275878906,0.696,25518.0
49,1087.9898071289062,1088.0012512207031,0.549,25542.0
50,1087.8982543945312,1087.9096984863281,0.686,25590.0
